Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
b3053e11-6960-54e5-59cd-31e393f76a6e,2021-02-28,,999-74-5686,,,,Maragaret140,Fahey393,,,,white,nonhispanic,F,Northampton  Massachusetts  US,639 Huel Bridge,Wayland,Massachusetts,Middlesex County,,00000,42.34786603544034,-71.39883196242052,3416.90,3005.98,469717
6271d123-a742-84c7-00a7-755463e1015a,2020-04-23,,999-14-9117,,,,Nicky270,Gutmann970,,,,white,nonhispanic,M,Framingham  Massachusetts  US,960 Jacobi Dam Unit 16,Beverly,Massachusetts,Essex County,25009,01915,42.56338294977558,-70.8255117331422,4043.60,3616.04,47945
ee957947-ec1d-2f8f-e53d-624d3d5e2298,2023-03-27,,999-68-8225,,,,Rickey821,Haag279,,,,white,hispanic,M,Holyoke  Massachusetts  US,864 Mueller Well,Lynn,Massachusetts,Essex County,25009,01905,42.517452410672725,-71.04250668569425,671.77,0.00,40161
c2b67765-292a-b2e7-b42f-d1422c70afcc,2018-06-11,,999-38-1675,,,,Mikel238,Roob72,,,,white,nonhispanic,M,Holliston  Massachusetts  US,737 Osinski Center Unit 58,Arlington,Massachusetts,Middlesex County,25017,02476,42.45829921351353,-71.21115935138896,6092.89,2708.37,491318
2fd8857a-248d-9571-5e84-670a6caf7bc5,2023-02-02,,999-44-2503,,,,Vicente970,Lynch190,,,,white,nonhispanic,M,Randolph  Massachusetts  US,872 Crooks Camp,East Harwich,Massachusetts,Barnstable County,25001,02645,41.75122518228485,-70.04609718880978,620.18,0.00,128535
2efc86a6-f1c2-cbaa-0429-872f5b1aaf29,2020-09-29,,999-58-8305,,,,Iris667,Schaefer657,,,,white,nonhispanic,F,Greenfield  Massachusetts  US,352 Gutmann Crossroad Suite 48,Worcester,Massachusetts,Worcester County,25027,01606,42.286792812288226,-71.80202055790974,3830.80,4912.00,42120
bfdfc753-1442-7236-3713-38b0198049b9,2018-08-07,,999-99-1993,,,,Raymond398,Bahringer146,,,,white,nonhispanic,M,Bourne  Massachusetts  US,353 Conn Landing,Hadley,Massachusetts,Hampshire County,,00000,42.39546880580703,-72.52457110795424,5055.52,3804.14,128990
f30c491b-1d9e-d4d8-9e7e-6f024241988d,2019-03-07,,999-19-3180,,,,Marie754,Hammes673,,,,white,nonhispanic,F,West Springfield  Massachusetts  US,658 Waelchi Well,Bourne,Massachusetts,Barnstable County,25001,02532,41.772326926264974,-70.63048894504013,1155.20,7278.11,23303
7015a493-811c-c246-0d48-02faddb08669,2022-03-09,,999-25-6884,,,,Shanita956,Hodkiewicz467,,,,white,nonhispanic,F,Peabody  Massachusetts  US,487 Metz Well,Walpole,Massachusetts,Norfolk County,25021,02081,42.155861338385456,-71.23016233143066,1824.00,4078.32,73436
ac2500d3-f141-e30f-c5cf-c91633f5d241,2022-02-05,,999-45-6162,,,,Kareen958,Davis923,,,,white,nonhispanic,F,Somerville  Massachusetts  US,913 Bashirian Port,Wilbraham,Massachusetts,Hampden County,25013,01095,42.13670489977421,-72.41472794475028,1644.00,1994.28,66227
41672676-402c-7c31-39f8-b0205a8aba78,2018-09-11,,999-34-1283,,,,Renna830,Cormier289,,,,white,nonhispanic,F,Lowell  Massachusetts  US,833 Weimann Rue Suite 44,Marlborough,Massachusetts,Middlesex County,25017,01752,42.32943052324757,-71.57106525424676,6121.83,3162.48,95639
46372abb-fc59-33e6-01b0-1a544763e52c,2019-10-24,,999-86-8265,,,,Miquel905,Walsh511,,,,white,nonhispanic,M,Bridgewater  Massachusetts  US,324 Altenwerth Estate,Framingham,Massachusetts,Middlesex County,25017,01701,42.30390549750634,-71.47578710270298,5098.80,5359.05,135976
c0ecaf6c-f94b-e159-0f83-0ef2daeaf1ee,2021-10-22,,999-18-9085,,,,Faustina753,Leuschke194,,,,white,nonhispanic,F,Wellesley  Massachusetts  US,910 Casper Terrace,Leominster,Massachusetts,Worcester County,25027,01420,42.53343789277268,-71.74501497540437,200.00,5381.19,10898
53c0f6d3-e2ae-7e7d-de59-cd146f0c1eb5,2021-09-13,,999-45-2424,,,,Rubin812,Mohr916,,,,white,hispanic,M,Charlton  Massachusetts  US,313 Hirthe Junction Apt 51,Falmouth,Massachusetts,Barnstable County,25001,02540,41.61115360943477,-70.59661220846897,3402.56,7497.27,760281
5b6b5ba6-bc0f-8e48-9a2a-a66667113037,2019-07-16,,999-40-7524,,,,Ben667,Mertz280,,,,white,nonhispanic,M,Boston  Massachusetts  US,860 Kilback Heights,Milford,Massachusetts,Worcester County,25027,01757,42.20784808135218,-71.48345931708005,4401.72,3539.71,40987
6f1e04f8-7893-277e-6c52-b30f23c42195,2018-12-12,,999-32-2052,,,,Darron84,Keeling57,,,,white,nonhispanic,M,Braintree  Massachusetts  US,270 Funk Parade,Mendon,Massachusetts,Worcester County,,00000,42.13165728568823,-71.57686753783933,5567.60,5048.18,630422
46844b34-b636-4aeb-2778-2f3581ff6527,2020-06-20,,999-93-9174,,,,Nancee600,Adams676,,,,black,nonhispanic,F,Whitman  Massachusetts  US,281 Konopelski Skyway Unit 75,Somerville,Massachusetts,Middlesex County,25017,02140,42.42396471394275,-71.08441902071543,3560.80,2622.68,58721
db806ebb-41cc-3cc0-ac18-87832779143e,2021-04-09,,999-90-9108,,,,Benny518,Kilback373,,,,white,nonhispanic,M,Harvard  Massachusetts  US,241 Reynolds Lane Apt 70,Methuen,Massachusetts,Essex County,25009,01841,42.708777328683645,-71.21864464174045,3246.40,7193.69,58763
e61410ae-d9da-ec57-23d4-e7da17a97d2b,2022-03-07,,999-66-9706,,,,Genevive999,Mraz590,,,,white,nonhispanic,F,Bourne  Massachusetts  US,413 Schmitt Path,Danvers,Massachusetts,Essex County,25009,01923,42.606344006605234,-70.94096358823596,1734.00,4173.15,26811
cf2391fb-c11f-c361-3f87-8d79b07ecc60,2022-08-10,,999-44-5240,,,,Terry864,Bechtelar572,,,,white,nonhispanic,M,Westwood  Massachusetts  US,838 Gleason Rest,Whitman,Massachusetts,Plymouth County,,00000,42.08566024729759,-70.91184438213605,1644.00,1617.58,116654
73faf032-1c08-b50c-3dd3-45f1e8ec1434,2021-02-27,,999-76-6315,,,,Maximo817,Bayer639,,,,black,nonhispanic,M,Hanover  Massachusetts  US,1009 Hauck Walk Unit 77,Chelsea,Massachusetts,Suffolk County,25017,02149,42.367149677813636,-71.09947726273526,200.00,7832.85,4375
75d9cca0-c5a3-2bdb-2051-121d7c29a66d,2019-09-10,,999-91-4098,,,,Clemente531,Tromp100,,,,white,nonhispanic,M,Belmont  Massachusetts  US,378 Upton Common Unit 33,Agawam,Massachusetts,Hampden County,25013,01001,42.10121318266369,-72.65275641465189,2727.54,8428.84,24664
49807d06-5a03-8ca4-a9ef-b4e88014468d,2019-09-15,,999-19-7670,,,,Man114,Jacobi462,,,,black,nonhispanic,M,Boston  Massachusetts  US,423 Jenkins Ranch Suite 63,Wareham,Massachusetts,Plymouth County,,00000,41.71931716348226,-70.72280134517526,4030.40,4348.00,46196
6796902b-248f-a184-4dcb-50d9c954fe98,2021-10-06,,999-59-3360,,,,Juan88,Lebrón484,,,,white,hispanic,M,Wesley  Saint Andrew Parish  DM,1051 Lehner Passage,Georgetown,Massachusetts,Essex County,,00000,42.696591685405984,-70.99860802121061,3288.00,3464.99,167604
9186d853-19d5-8f17-6a39-8ebb58b1ca61,2019-08-16,,999-34-4477,,,,Twana617,Ritchie586,,,,white,nonhispanic,F,Springfield  Massachusetts  US,820 Davis Club,Brockton,Massachusetts,Plymouth County,25023,02351,42.05966769626617,-71.04745533943799,550.00,8789.13,8394
694819b6-8239-798e-9dd3-2bb24413517a,2021-02-18,,999-74-4796,,,,Anjanette878,Wisoky380,,,,white,nonhispanic,F,Taunton  Massachusetts  US,516 Farrell Brook,Hanson,Massachusetts,Plymouth County,25023,02341,42.02560171884037,-70.90071724082448,3468.00,2609.23,108097
b7bfe4f7-cb7f-3ec0-1bab-e9f026655fb6,2018-09-13,,999-79-7634,,,,Micah422,Sauer652,,,,white,nonhispanic,F,Belmont  Massachusetts  US,818 Russel Quay Suite 30,Westwood,Massachusetts,Norfolk County,,00000,42.24424506621822,-71.18359963895936,6844.85,6185.97,156009
2fb239f9-de3d-3160-83b8-358c249e7a60,2018-08-27,,999-77-9299,,,,Heide509,Brown30,,,,white,hispanic,F,Franklin  Massachusetts  US,1035 Brekke Divide Apt 2,Seekonk,Massachusetts,Bristol County,,00000,41.805936867586645,-71.3592915604574,6229.48,5426.36,285118
04536c47-cd83-8254-4574-3bdb840628af,2018-08-13,,999-34-7902,,,,Nathan164,Pagac496,,,,native,nonhispanic,M,Taunton  Massachusetts  US,792 Torp Rue,Malden,Massachusetts,Middlesex County,25017,02155,42.38524019339833,-71.02849677669964,7116.00,5540.41,69584
5d13e80b-8e3a-6c0e-1c98-323d866005d6,2020-08-11,,999-56-6887,,,,Giovanni385,Koelpin146,,,,black,nonhispanic,M,Fitchburg  Massachusetts  US,631 Keebler Orchard,Winchendon,Massachusetts,Worcester County,25027,01475,42.67485694873453,-72.01396039170024,17197.40,12824.21,52997
dcb6e947-d592-7983-1d70-852344773f63,2022-02-11,,999-95-8998,,,,Val761,Ruecker817,,,,white,nonhispanic,M,Amherst  Massachusetts  US,966 Cormier Overpass,Boston,Massachusetts,Suffolk County,25025,02113,42.38416981547402,-71.09217431780044,250.00,6399.37,13692
56551ecf-4f3d-c172-7e1d-47d79e0101d9,2022-10-04,,999-95-7936,,,,Shanelle862,Lesch175,,,,white,nonhispanic,F,Ashburnham  Massachusetts  US,754 Hilpert Crossing,Brockton,Massachusetts,Plymouth County,25023,02351,42.0898464163046,-71.05179712843885,1734.00,1929.59,103178
056e31fc-b45f-1d5a-40b4-7effa153a1f9,2019-07-28,,999-21-4076,,,,Pedro316,Benítez559,,,,white,hispanic,M,La Paz  Baja California  MX,362 Mosciski Arcade Suite 13,Agawam,Massachusetts,Hampden County,25013,01001,42.06804072791365,-72.67433581312572,549.81,8193.74,17745
8a5544b2-4c30-9260-7a35-db6e958f98aa,2019-07-27,,999-16-9904,,,,Yoshie761,Macejkovic424,,,,white,nonhispanic,F,Methuen  Massachusetts  US,1038 Schowalter Wynd Unit 78,Lynn,Massachusetts,Essex County,25009,01905,42.45773404407999,-70.9268690705907,5764.61,2924.68,506996
690bae1c-5b59-dd0e-9604-2bcd15a9792a,2022-09-05,,999-37-5260,,,,Eleonora961,Bahringer146,,,,white,nonhispanic,F,Haverhill  Massachusetts  US,658 Hyatt Dale Apt 64,Malden,Massachusetts,Middlesex County,25017,02148,42.44457696032963,-71.1161153889737,100.00,2824.20,4617
db8c1b01-4de1-4266-50fc-7f56e2d7c442,2019-03-14,,999-84-9357,,,,Cristy798,Fadel536,,,,white,nonhispanic,F,Taunton  Massachusetts  US,310 Watsica Esplanade,Newton,Massachusetts,Middlesex County,25017,02460,42.36027651677722,-71.20620384335258,5537.60,6210.87,75388
bdf84a25-0535-fd5f-7835-58c793dda235,2021-06-26,,999-45-6396,,,,Katelin466,Hackett68,,,,white,nonhispanic,F,Medford  Massachusetts  US,514 Bogisich Approach Apt 57,Norwell,Massachusetts,Plymouth County,,00000,42.13069192758154,-70.77285924610993,3378.00,6062.15,625089
e9adc827-04c1-83a7-2d4c-5e9d012a39c8,2021-10-16,,999-22-4308,,,,Kory651,Stokes453,,,,white,nonhispanic,M,Boston  Massachusetts  US,708 Reinger Highlands,Dedham,Massachusetts,Norfolk County,25021,02090,42.21699776644856,-71.2254376372094,3348.00,3927.14,27023
236a6ef9-1bf6-d593-87f1-e89d7faf0fca,2021-04-11,,999-48-6046,,,,Timoteo39,Adorno791,,,,black,hispanic,M,Ponce  Puerto Rico  PR,110 Romaguera Track Suite 25,Boston,Massachusetts,Suffolk County,25017,02467,42.228413461264815,-71.14229715522735,550.00,7945.55,5796
a5ebe3aa-3c39-0a9e-7781-9e29b48d9660,2020-07-07,,999-20-4162,,,,Candi549,Wintheiser220,,,,white,nonhispanic,F,Dudley  Massachusetts  US,158 Beer Haven Suite 69,Taunton,Massachusetts,Bristol County,25005,02718,41.87866927684689,-71.11405056964999,450.00,7271.87,16871
0056be92-2bf1-c8d7-ef59-cec698beff0a,2020-03-03,,999-65-8536,,,,Jordon466,Waelchi213,,,,white,nonhispanic,M,Dedham  Massachusetts  US,463 Skiles Crossing,Boston,Massachusetts,Suffolk County,25025,02130,42.33337716307987,-71.08721769044519,2214.00,17886.67,24848
aeed7d64-db74-5f39-65a7-311c02484211,2019-10-28,,999-81-1654,,,,Hanna456,Cassin499,,,,white,hispanic,F,Lawrence  Massachusetts  US,1025 Hirthe Skyway,Walpole,Massachusetts,Norfolk County,25021,02081,42.154809555351925,-71.22084356404986,6671.39,13323.45,34577
130d90d4-0f5e-2e53-8b29-ac840f8e694f,2020-03-24,,999-46-8183,,,,Lucas404,Urrutia540,,,,white,hispanic,M,Caracas  Capital District  VE,620 Carroll Park Unit 21,Chicopee,Massachusetts,Hampden County,25013,01020,42.14460115958462,-72.51466443343442,700.00,11638.67,13452
374890dd-df9a-ad0b-3f31-405c8a2d33ed,2020-12-10,,999-57-6250,,,,Jeraldine574,Walsh511,,,,white,nonhispanic,F,Nizhny Novgorod  Nizhny Novgorod Oblast  RU,507 Hane Meadow,Stoughton,Massachusetts,Norfolk County,,00000,42.09753817806327,-71.0551383082228,3288.00,3779.12,48457
23765af2-f8fa-ad17-6f38-96903fe3ccbe,2021-10-01,,999-14-7974,,,,Delta800,O'Kon634,,,,white,nonhispanic,F,Swansea  Massachusetts  US,488 Wisozk Lodge Unit 5,Great Barrington,Massachusetts,Berkshire County,25003,01230,42.19844185083774,-73.31500959721262,3288.00,2870.65,36097
828d9a4d-2d34-14ad-d9ff-94528ee8b039,2019-10-07,,999-11-5416,,,,Maurice742,Daniel959,,,,black,nonhispanic,M,Quincy  Massachusetts  US,665 Jones View,Boston,Massachusetts,Suffolk County,25025,02121,42.33278417017795,-71.0221809743393,5585.00,5591.20,90260
c41f8dd4-9116-3d53-c0b2-630c9b330fbb,2022-06-03,,999-82-9282,,,,Aubrey96,Stracke611,,,,white,nonhispanic,M,Lowell  Massachusetts  US,263 Marvin Branch Apt 54,Ayer,Massachusetts,Middlesex County,25017,01432,42.523452899581805,-71.55239105920081,1644.00,2106.73,66754
44dcaa8f-91db-097a-a202-6cd3d890de0d,2020-04-03,,999-34-4357,,,,Skye332,Haag279,,,,white,nonhispanic,F,Yarmouth Port  Massachusetts  US,578 Yost Passage Apt 25,Somerville,Massachusetts,Middlesex County,25017,02138,42.43271226227665,-71.12045054138676,4662.70,6401.48,44513
b03f4842-e909-2936-6434-872dee13b9fb,2019-11-09,,999-50-5255,,,,Darren774,West559,,,,white,nonhispanic,M,Essex  Massachusetts  US,599 Greenfelder Branch,Boston,Massachusetts,Suffolk County,25025,02108,42.382152409838646,-71.05045244777733,300.00,6871.39,2968
3737c948-d7df-0099-cb0c-ccbbb800b420,2022-08-31,,999-16-5885,,,,Sanford861,Pagac496,,,,white,nonhispanic,M,Lowell  Massachusetts  US,1079 Lehner Quay Suite 26,Greenfield,Massachusetts,Franklin County,25011,01301,42.58402423865368,-72.64512290621222,1644.00,2154.70,45410
06b8d6b0-c1ec-75da-8be9-71ca77efa993,2019-09-06,,999-30-7762,,,,Ira784,Bahringer146,,,,white,nonhispanic,M,Stoughton  Massachusetts  US,697 Gaylord Brook Apt 42,Sherborn,Massachusetts,Middlesex County,,00000,42.250795984231104,-71.34930356514558,5028.07,4902.74,110541
0f98ae3e-0051-baa5-c6eb-8dd3bf64f675,2019-03-04,,999-16-6759,,,,Hoyt490,Kreiger457,,,,white,nonhispanic,M,Toulouse  Occitanie  FR,285 Marvin Port,Attleboro,Massachusetts,Bristol County,25005,02703,41.85449648273525,-71.33526735523301,5893.15,7974.95,144439
631044f8-fced-b29a-fb70-d262763c1392,2021-09-28,,999-35-6533,,,,Romona686,Becker968,,,,black,nonhispanic,F,Pepperell  Massachusetts  US,528 Rodriguez Orchard Unit 72,Boston,Massachusetts,Suffolk County,25025,02152,42.29139267330293,-71.1617323149012,3250.95,1862.69,116780
33b277d2-2e99-8ea2-fab2-5aeaaaac2813,2021-05-11,,999-67-8839,,,,Riley817,Zulauf375,,,,white,nonhispanic,M,Nice  Provence-Alpes-Cote d'Azur  FR,769 Blick Dale Apt 53,Malden,Massachusetts,Middlesex County,25017,02155,42.38003402316807,-71.10746866410781,3182.18,3494.46,103214
412c684b-6369-9512-3f9c-3a9894f5e522,2021-11-13,,999-50-1910,,,,George991,Lebsack687,,,,white,nonhispanic,M,Medford  Massachusetts  US,768 Cassin Byway,Methuen,Massachusetts,Essex County,25009,01844,42.75983002141569,-71.15388448914356,3408.00,12858.65,156949
